Date,SPY,QQQ,XLV,XLE,VNQ,ICLN
2022-01-04,-0.00033493149661045774,-0.01297080434876663,-0.013195472754229609,0.03460324316670649,-0.0012162204232326612,-0.015463843904939822
2022-01-05,-0.01920223491804829,-0.030721193579232753,-0.0071223885930524755,-0.00016900698075517084,-0.02861860001586969,-0.046644426130705074
2022-01-06,-0.0009392372687370143,-0.0007025778457960818,-0.011564733329360699,0.02230118742310605,0.0008954574431117024,-0.013979193985943272
2022-01-07,-0.00395357829666787,-0.010832580109937373,-0.005109682294322737,0.013716533063197422,-0.006620789210042721,-0.004556885223815144
2022-01-10,-0.0012443440319314103,0.000657862526891595,0.010271609063239762,-0.003097112113750522,-0.005764058029451458,-0.004577847477431063
2022-01-11,0.009108296205267097,0.015022132244167707,0.007957182537869034,0.03401459708115495,0.0015399768418389304,0.008686721058915214
2022-01-12,0.002703559041241421,0.003965594036265063,-0.0028509686963613667,0.0018977179196404403,0.0011757338833748854,0.002533088513144044
2022-01-13,-0.013778558015858144,-0.025016170909405444,-0.015540067681649727,-0.005051179506643133,-0.001987416068959136,-0.01111684035600391
2022-01-14,0.0004087648094146523,0.006222497659445603,-0.0017126526729390745,0.02348093178520605,-0.009052405150052678,-0.006131730774353916
2022-01-18,-0.017709388196971432,-0.024893993909420375,-0.014022412272226559,0.004030115056242511,-0.010505037410208473,-0.027763539342754773
2022-01-19,-0.010383462957794132,-0.010983762649369844,-0.004085227968037786,-0.007256185945021754,-0.01347864373725427,-0.0026440587887676115
2022-01-20,-0.011068181834364976,-0.012988316681339152,-0.006532294443709397,-0.009175836630881617,-0.012820512820512775,0.00636256408653435
2022-01-21,-0.01963072452694281,-0.0277286028635656,-0.010092413770613429,-0.019777146864853323,-0.0024646506395880063,-0.035827109141569724
2022-01-24,0.004246864261701511,0.004577780045081026,-0.0033214231070164413,0.006725391340550058,0.001900517606020502,0.0038251812194669554
2022-01-25,-0.012209148531427627,-0.023181385884590733,-0.0064319170175439755,0.038810339684728135,-0.003983650500838931,-0.02994015570976749
2022-01-26,-0.002508852170146736,-0.001564681455182737,-0.005225922981291986,-0.0016844176296987312,-0.015617585562607506,0.003366946157780104
2022-01-27,-0.004937767063427301,-0.01007052917244089,0.002587270552588672,0.010889757822900137,-0.01654239464195917,-0.015659914362681993
2022-01-28,0.024835441368612265,0.03136911326855141,0.020411454272916796,-0.004248378155395249,0.032362631356513294,0.009090868697313459
2022-01-31,0.018011134926332995,0.031978378822134834,0.005748001103936362,0.004418753115322804,0.012291566802568932,0.05574331533413668
2022-02-01,0.006756767867802216,0.006803420969754503,0.0026669548525113385,0.03564937985531014,-0.0035768548261639888,-0.0016000797366295672
2022-02-02,0.009714032446249021,0.008125389241803394,0.013451766029588752,0.003222579888797039,0.012752818558027679,-0.00427364617705861
2022-02-03,-0.02350494874157194,-0.04054378789316926,-0.004274252928485267,-0.009490665614938498,-0.010633394597896473,-0.02521438428283196
2022-02-04,0.0047021438932524084,0.01261487568702635,-0.0036148054781771632,0.01562503820581984,-0.009899118675148366,0.00935614316032396
2022-02-07,-0.003209202126324917,-0.00804448146615766,-0.0017386041963078913,0.012772202529554022,-0.001428238532768633,-0.005997826009472185
2022-02-08,0.00822795438927204,0.011235193584677283,0.008177450384786678,-0.02149645010110579,-0.004672353538746177,0.0021940380066736154
2022-02-09,0.014635924816393864,0.021190744552611385,0.007735561501136523,0.008348177279358104,0.02260930506482195,0.03612495243597502
2022-02-10,-0.017965569308206253,-0.022632302956126837,-0.015650590621961502,-0.006245420343151897,-0.023608564333710835,-0.02535656813288034
2022-02-11,-0.01971875453037164,-0.03172181397716323,-0.013855141318647402,0.029085295979702996,-0.009115199475425273,-0.026016250973245558
2022-02-14,-0.0032692390133229887,0.0012392364970279512,-0.010211139874680808,-0.023576392348288122,-0.009102495409127775,-0.007790852543776983
2022-02-15,0.016126656869888345,0.024863791988231743,0.011247289158142104,-0.010473043546724958,0.008990622289158923,0.05047676713331972
